,Protein Accession,Length,PE Score,#Confirmed Isoforms,In Reference Proteome
816,A0A480TDP1,450,3,0,0
817,A0A480N0V3,378,4,0,0
818,Q0GC46,189,3,0,0
819,A0A4X1TZ91,471,3,0,0
820,A0A4X1SX63,199,4,0,0
821,A0A480ZNB1,189,3,0,0
822,A0A480YU38,376,4,0,0
823,A0A286ZSJ7,245,1,0,1
824,A0A287BK99,776,1,0,1
825,A0A480WC37,1007,4,0,0
826,A0A480VVM8,510,4,0,0
827,U3PTX9,17,4,0,0
828,A0A480QG39,739,4,0,0
829,A0A4X1W024,97,4,0,0
830,A0A480TWL6,296,4,0,0
831,A0A481CVK7,238,4,0,0
832,A0A480GQ57,230,4,0,0
833,A0A480PF91,300,4,0,0
834,A0A480NGL4,315,3,0,0
835,A0A286ZP46,484,4,0,1
836,A0A480V489,302,3,0,0
837,A0A480QGV9,984,3,0,0
838,A0A4X1VJI2,310,3,0,0
839,A0A480ZMW3,477,4,0,0
840,A0A286ZZT8,140,1,0,1
841,A0A287BCV5,283,4,0,1
842,A0A480WLL7,293,4,0,0
843,A0A480SD20,466,3,0,0
844,A0A480YSR3,342,4,0,0
845,A0A286ZL76,81,4,0,1
846,A0A481DEN5,493,3,0,0
847,A0A480TS18,301,3,0,0
848,A0A287AWK9,237,1,0,1
849,A0A480XPR9,298,4,0,0
850,A0A480YQ73,533,3,0,0
851,A0A4X1UBY4,258,4,0,0
852,A0A480W240,730,4,0,0
853,A0A287B2P2,400,1,0,1
854,A0A480T8D3,904,4,0,0
855,A0A480XKX3,341,1,0,1
856,A0A480P452,764,3,0,0
857,A0A480N9I4,534,4,0,0
858,A0A287AA68,581,3,0,1
859,A0A480K8W2,340,3,0,0
860,A0A287BC40,456,3,0,1
861,A0A480QIP5,504,1,0,1
862,A0A481BUG0,796,3,0,0
863,A0A481D4Y9,607,3,0,0
864,A0A480PFG1,832,3,0,0
865,A0A4X1UZU8,191,4,0,0
866,A0A4X1TGC3,376,3,0,0
867,A0A480LY92,1580,4,0,0
868,A0A481B6M5,1027,3,0,0
869,A0A480U399,318,3,0,0
870,A0A480PCP2,314,3,0,0
871,A0A4X1SI63,229,3,0,0
872,A0A287B5S2,524,4,0,1
873,A0A286ZJF8,554,4,0,1
874,A0A480GB17,299,4,0,0
875,A0A480HUS9,562,3,0,0
876,A0A480F1F3,281,4,0,0
877,A0A481BF16,904,3,0,0
878,A0A286ZNW2,407,3,0,1
879,A0A287BN95,94,1,0,1
880,A0A287AAP0,313,1,0,1
881,A0A480R8X7,587,3,0,0
882,A0A4X1TG47,203,3,0,0
883,A0A4X1SDB4,568,4,0,0
884,A0A480TMH9,821,4,0,0
885,A0A480U7W8,226,3,0,0
886,A0A480TKS2,250,4,0,0
887,A0A5G2QYZ1,1000,1,0,1
888,A0A480PP98,702,1,0,1
889,A0A480UDK4,223,3,0,0
890,A0A481A0S5,199,3,0,0
891,D5K8A5,570,2,0,1
892,A0A287APR2,200,4,0,1
893,A0A480P942,134,4,0,0
894,A0A480TMZ5,534,4,0,0
895,A0A480Q0L5,418,4,0,0
896,A0A480SH01,383,4,0,0
897,A0A4X1W2N5,550,4,0,0
898,A0A480V1S6,2127,4,0,0
899,Q8WNW4,781,2,0,0
900,A0A480Q0P5,442,4,0,0
901,A0A480U275,371,3,0,0
902,A0A286ZSW0,811,3,0,1
903,F1SJA3,495,3,0,1
904,A0A480T3Z1,465,4,0,0
905,A0A287BSC1,740,3,0,1
906,A0A480JU53,873,4,0,0
907,A0A480QXY2,344,4,0,0
908,A0A480RSL4,838,4,0,0
909,F1RQP1,125,1,0,1
910,I3LUZ9,442,4,0,1
911,A0A4X1TID3,428,3,0,0
912,A0A480M8C5,527,4,0,0
913,A0A480LY08,931,4,0,0
914,B2D2K0,301,2,0,1
915,A0A480LMZ6,838,4,0,0
916,C6L259,16,4,0,0
917,A0A480TZK7,219,3,0,0
918,A0A480VV57,338,3,0,0
919,I3LT35,949,3,0,1
920,A0A480ZL44,304,4,0,0
921,A0A480TX95,305,3,0,0
922,A0A481CWP9,1085,4,0,0
923,A0A5K1VLD8,205,2,0,1
924,A0A4X1URQ9,374,3,0,0
925,A0A286ZJB9,686,1,0,1
926,H9KVH0,507,3,0,1
927,A0A480JQT8,733,3,0,0
928,C6L257,16,4,0,0
929,E5GAJ0,971,4,0,1
930,A0A480HAN2,973,3,0,0
931,A0A480LMX4,787,3,0,0
932,A0A4X1UXP9,341,3,0,0
933,A0A4X1W6R4,359,3,0,0
934,A0A480KL18,713,4,0,0
935,A0A287A1N9,387,1,0,1
936,A0A480K8V8,382,4,0,0
937,A0A480QAW8,326,4,0,0
938,A0A480VIB9,520,4,0,0
939,A0A480VQD4,281,3,0,0
940,A0A480KPM7,334,3,0,0
941,F1ST00,668,1,0,1
942,A0A480H8Z3,314,4,0,0
943,A0A480N0C4,258,4,0,0
944,A0A480WBM1,264,1,0,1
945,Q4JHT1,216,3,0,0
946,A0A480LPW9,1620,3,0,0
947,A0A287B017,468,1,0,1
948,A0A480ZJB2,897,4,0,0
949,A0A4X1VVI0,189,3,0,0
950,M3V824,681,2,0,1
951,A0A480TLQ3,909,4,0,0
952,A0A480YUI6,821,4,0,0
953,A0A480VTP6,271,4,0,0
954,A0A480H9H7,822,4,0,0
955,A0A480M4P6,500,4,0,0
956,A0A480USP6,2455,3,0,0
957,A0A480KC92,2541,4,0,0
958,A0A287ASY0,313,4,0,1
959,A0A480VSX0,607,3,0,0
960,A0A287AV27,386,4,0,1
961,F1SV25,515,3,0,1
962,A0A480NE11,1273,4,0,0
963,A0A480EME6,1233,4,0,0
964,D5L7X3,699,2,0,1
965,A0A480PHW2,784,4,0,0
966,A0A480J580,730,3,0,0
967,F1SA99,589,3,0,1
968,A0A480VJD2,218,4,0,0
969,A0A480Z6P8,930,4,0,0
970,A0A480TNQ2,313,4,0,0
971,A0A287B4H7,293,3,0,1
972,A0A5G2QA18,333,4,0,1
973,A0A480LXB4,617,4,0,0
974,A0A480JRG1,337,3,0,0
975,A0A287BQ89,160,3,0,1
976,A0A480IYL3,554,4,0,0
977,A0A480JCN2,318,4,0,0
978,A0A287B1U2,4837,4,0,1
979,A0A480IQ98,180,4,0,0
980,A0A4X1TB02,65,4,0,0
981,A0A480XCC1,491,3,0,0
982,A0A480PU40,300,4,0,0
983,A0A480N4D3,1030,4,0,0
984,A0A287AM26,648,1,0,1
985,A0A480M2M6,503,3,0,0
986,A0A480L416,849,3,0,0
987,B0LXC4,487,2,0,0
988,A0A480NGC3,296,4,0,0
989,A0A481B3J3,269,3,0,0
990,A0A4X1SUS7,97,4,0,0
991,A0A4X1SHA2,344,3,0,0
992,A0A6M3RSB2,58,4,0,0
993,F1RKD0,402,4,0,1
994,O62868,261,2,0,0
995,A0A480N5V1,531,3,0,0
996,A0A480ZS25,713,3,0,0
997,A0A480Y3W7,148,3,0,0
998,A0A480XKS6,910,3,0,0
999,A0A287A2J3,557,1,0,1
1000,A0A480IX08,839,3,0,0
1001,A0A480UMF9,381,3,0,1
1002,A0A287BA41,513,4,0,1
1003,A0A480SZL3,677,4,0,0
1004,A0A287BC33,832,1,0,1
1005,A0A480XIY9,1164,4,0,0
1006,A0A287BT95,244,4,0,1
1007,A0A480M6P1,422,3,0,0
1008,A0A480QTX9,397,4,0,0
1009,A0A286ZJ37,499,4,0,1
1010,A0A287B8Y1,140,3,0,1
1011,A0A480TTD9,1258,4,0,0
1012,A0A287BPC7,295,1,0,1
1013,A0A480MI09,341,3,0,0
1014,A0A480RA30,368,4,0,0
1015,M3VH80,675,2,0,0
1016,A0A480JQG5,390,4,0,0
1017,A0A287A4N4,633,1,0,1
1018,A0A480ZKK9,357,4,0,0
1019,A0A5G2QRE7,345,1,0,1
1020,A0A287AME8,541,1,0,1
1021,A0A480EGQ0,781,1,0,1
1022,A0A480IVL4,311,3,0,0
1023,A0A480U168,523,3,0,0
1024,A0A480Z8X2,186,4,0,0
1025,A0A480PN69,625,3,0,0
1026,A0A480UZY2,148,4,0,0
1027,A0A480RQA5,520,3,0,0
1028,A0A480LAA0,309,4,0,0
1029,A0A480ISR8,441,3,0,0
1030,A0A480I7F6,578,4,0,0
1031,A0A480SC31,424,3,0,0
1032,A0A480PW80,298,3,0,0
1033,A0A4X1TBQ2,79,3,0,0
1034,A0A480S6S0,999,3,0,0
1035,A0A480UCV4,299,3,0,0
1036,A0A287AZS9,360,3,0,1
1037,A0A480NF10,530,4,0,0
1038,A0A480LHC7,171,3,0,0
1039,A0A480YWG0,355,3,0,0
1040,A0PA00,492,2,0,0
1041,A0A480QJ56,918,4,0,0
1042,A0A480RJG8,383,4,0,0
1043,A0A480JH81,353,3,0,0
1044,A0A4X1SDB3,83,4,0,0
1045,A0A481D9W7,408,4,0,0
1046,A0A480TL63,924,4,0,0
1047,A0A480VYU4,474,3,0,0
1048,A0A480IXH0,195,4,0,0
1049,A0A480KI92,242,4,0,0
1050,A0A481AHT3,655,4,0,0
1051,A0A480N9I7,538,3,0,0
1052,A0A480V9X9,383,4,0,0
1053,A0A480IZE0,448,3,0,0
1054,A0A480L7W0,366,3,0,0
1055,A0A287ATP9,404,1,0,1
1056,A0A480VYD1,497,3,0,0
1057,A0A287ABH0,341,1,0,1
1058,A0A480IET7,960,4,0,0
1059,A0A481CJF0,533,3,0,0
1060,A0A4X1SQ46,380,3,0,0
1061,A9Q6C0,251,2,0,0
1062,A0A4X1SHM5,385,3,0,0
1063,A0A480HZ21,798,3,0,0
1064,A0A480RN51,523,4,0,0
1065,A0A480PCB3,126,4,0,0
1066,A0A480SGA3,447,4,0,0
1067,A0A4X1THI7,496,4,0,0
1068,K9J6M0,137,2,0,0
1069,A0A480V605,233,4,0,0
1070,A0A480MUX2,213,4,0,0
1071,A0A480VPR1,796,3,0,0
1072,A0A4X1W3H4,288,4,0,0
1073,A0A480YRP2,334,3,0,0
1074,C6L252,16,4,0,0
1075,A0A481CVE9,210,3,0,0
1076,A0A4X1STX9,203,4,0,0
1077,A0A286ZU05,233,4,0,1
1078,A0A480Q751,423,3,0,0
1079,A0A480LC48,821,3,0,0
1080,A0A4X1U2Z9,295,3,0,0
1081,A0A480TUY0,268,4,0,0
1082,A0A480HN00,521,3,0,0
1083,A0A480JGM4,729,3,0,0
1084,A0A480ZY98,350,3,0,0
1085,A0A480TMV6,320,3,0,0
1086,A0A480U678,179,3,0,0
1087,A0A480RYT1,262,4,0,0
1088,A0A480WXL0,828,4,0,0
1089,A0A480PBK8,385,4,0,0
1090,A0A286ZI88,469,3,0,1
1091,A0A4X1TV71,766,3,0,0
1092,A0A287BM32,380,1,0,1
1093,A0A480SVV7,478,4,0,1
1094,A0A5G2R918,115,4,0,1
1095,A0A4X1UCG5,110,4,0,0
1096,Q1HBH9,226,3,0,0
1097,A0A480YEG6,227,3,0,0
1098,A0A480TM72,582,4,0,0
1099,A0A480YES5,253,3,0,0
1100,A0A480MDP4,311,3,0,0
1101,A0A1P8DHD0,49,4,0,0
1102,A0A480M9L2,158,4,0,0
1103,A0A481CB65,461,4,0,0
1104,A0A480K0P7,392,3,0,0
1105,A0A480DMY7,409,3,0,0
1106,R4JKS8,1194,3,0,0
1107,A0A4X1SE83,450,4,0,0
1108,A0A287BST7,208,4,0,1
1109,A0A286ZVB5,435,4,0,1
1110,A0A4X1T0J8,400,4,0,0
1111,A0A480KJ55,1382,3,0,0
1112,A0A480GTM9,121,4,0,0
1113,A0A480ZRZ6,446,4,0,0
1114,A0A480M5I0,485,4,0,0
1115,Q5IWP4,157,3,0,0
1116,A0A480UBT4,536,4,0,0
1117,A0A287ALD4,477,1,0,1
1118,A0A287BMU9,237,4,0,1
1119,A0A481AYC1,453,3,0,0
1120,A0A480PV69,355,4,0,0
1121,A0A286ZRL0,630,4,0,1
1122,A0A4X1UI37,190,4,0,0
1123,A0A4X1UU77,638,3,0,0
1124,A0A287BNZ0,228,1,0,1
1125,A0A4X1STJ5,293,4,0,0
1126,A0A480HSI7,1439,3,0,0
1127,A0A286ZPA5,172,3,0,1
1128,A0A480NAJ9,873,3,0,0
1129,A0A481D5E9,449,3,0,0
1130,A0A4X1V5Q5,260,4,0,0
1131,A0A480M5S8,375,4,0,0
1132,A0A287BRH1,391,1,0,1
1133,A0A287ALN3,463,4,0,1
1134,A0A480JZE8,334,4,0,0
1135,A0A480VX67,551,3,0,0
1136,A0A480S7G1,702,4,0,0
1137,A0A480ZMD8,523,4,0,0
1138,A0A480QG05,317,1,0,1
1139,A0A4X1TE81,422,3,0,0
1140,A0A286ZRS5,258,4,0,1
1141,A0A4X1VXM8,462,4,0,0
1142,A0A480U6N8,528,3,0,0
1143,Q2QLD8,554,3,0,0
1144,A0A481D641,507,3,0,0
1145,A0A4X1U5L5,517,3,0,0
1146,A0A481D442,781,3,0,0
1147,A0A481BVE6,300,4,0,0
1148,A0A480K7Q8,468,3,0,0
1149,F1RTG3,335,2,0,1
1150,A0A480M484,1217,4,0,0
1151,A0A480LZQ0,1849,3,0,0
1152,A0A480NRZ3,704,1,0,1
1153,A0A480HWI1,348,4,0,0
1154,A0A4X1T854,951,3,0,0
1155,A0A480U7F5,921,4,0,0
1156,I6L631,225,3,0,0
1157,A0A480HEC1,2054,3,0,0
1158,A0A4X1VSC7,167,3,0,0
1159,A0A480RSZ6,452,4,0,0
1160,A0A4X1TJX3,181,4,0,0
1161,A0A480L9R5,418,4,0,0
1162,F1SIR7,1014,4,0,1
1163,A0A480YVZ6,463,4,0,0
1164,A0A480YUL8,467,3,0,0
1165,A0A480R622,447,3,0,0
1166,A0A480ZN51,2004,4,0,0
1167,A0A480NAA9,2249,4,0,0
1168,D3K5I8,235,2,0,1
1169,F1SK35,317,1,0,1
1170,A0A480TLS3,1024,3,0,0
1171,A0A287BQM5,2495,3,0,1
1172,A0A287BG05,228,4,0,1
1173,K7GLP0,265,1,0,1
1174,A0A480KI36,666,4,0,0
1175,A0A480YFQ7,687,4,0,0
1176,F1S6T9,96,4,0,1
1177,A0A287AK92,374,4,0,1
1178,A0A481BP17,1127,4,0,0
1179,I3LIW2,358,4,0,1
1180,I3LG32,403,4,0,1
1181,A0A480L844,1785,4,0,0
1182,A0A4X1V1Y6,503,3,0,0
1183,A0A480PFE5,477,4,0,0
1184,A0A480KG54,372,3,0,0
1185,A0A480N388,468,3,0,0
1186,I3LSK3,304,4,0,1
1187,A0A287B501,108,3,0,1
1188,A0A480VDV7,718,4,0,0
1189,A0A480QIJ0,462,3,0,0
1190,A0A287A1G4,601,1,0,1
1191,A0A4X1TUB6,909,3,0,0
1192,A0A287BHA3,443,1,0,1
1193,A0A480J002,843,4,0,0
1194,A0A5G2QC01,875,4,0,1
1195,A0A480MTA9,937,4,0,0
1196,A0A480P9I0,307,4,0,0
1197,A0A480XRT6,533,3,0,0
1198,A0A481CET7,1871,4,0,0
1199,A0A480WX88,545,3,0,0
1200,A0A480KZ82,448,4,0,0
1201,A0A480WES0,374,4,0,0
1202,A0A4X1TFR1,873,4,0,0
1203,A0A480JXH1,842,4,0,0
1204,A0A480X0I0,2032,4,0,0
1205,A0A480YQP9,923,4,0,0
1206,A0A287BJJ5,192,4,0,1
1207,A0A481B2K0,1777,4,0,0
1208,Q5QHW5,76,4,0,0
1209,A5GHK6,203,4,0,1
1210,A0A480MG57,122,4,0,0
1211,A0A480PQ05,1224,4,0,0
1212,A0A481DCW8,423,3,0,0
1213,A0A480VNC1,331,3,0,0
1214,A0A480PIF7,597,4,0,0
1215,A0A480PTF0,594,3,0,0
1216,F1RR72,475,1,0,1
1217,A0A480Z1K0,524,2,0,1
1218,A0A4X1UL61,460,3,0,0
1219,A0A480PJR1,415,4,0,0
1220,A0A287BL74,651,3,0,1
1221,A0A481BNI9,699,4,0,0
1222,A0A480QQQ4,424,3,0,0
1223,Q6DUK4,93,2,0,0
1224,F1SED6,214,4,0,1
1225,A0A481AT30,954,4,0,0
1226,A0A480KG40,333,3,0,0
1227,A0A480XSF7,276,4,0,0
1228,A0A480TB95,1137,4,0,0
1229,A0A480PU90,109,3,0,1
1230,A0A480MNK2,875,3,0,0
1231,A0A481BUJ9,1756,3,0,0
1232,A0A480HJ41,2259,4,0,0
1233,A0A480TFS2,442,4,0,0
1234,A0A480JLF9,489,4,0,0
1235,A0A480YW74,842,4,0,0
1236,A0A4X1VJX6,753,4,0,0
1237,A0A480YP45,341,4,0,0
1238,I3LNW1,516,1,0,1
1239,F1S8E6,303,1,0,1
1240,A0A480JXQ2,799,3,0,0
1241,A0A480K944,995,4,0,0
1242,Q5RLQ1,98,4,0,0
1243,A0A480HM31,395,4,0,0
1244,A0A480NBN2,239,3,0,0
1245,A0A287AXW6,357,3,0,1
1246,A0A480YFF6,1863,3,0,0
1247,A0A481C6W2,1326,4,0,0
1248,A0A480QAF9,675,3,0,0
1249,F1SUT8,975,4,0,1
1250,A0A287ATB1,482,4,0,1
1251,A0A480NA74,345,4,0,0
1252,A0A481D006,252,3,0,0
1253,A0A481CKZ1,918,3,0,0
1254,A0A480PMU3,351,4,0,0
1255,A0A286ZQ67,688,3,0,1
1256,A0A480GVX5,100,4,0,0
1257,A0A287AP76,373,4,0,1
1258,H2B2M0,89,4,0,0
1259,A0A480NHP6,547,3,0,0
1260,A0A5K1VV69,396,1,0,1
1261,A0A480J3Q7,375,4,0,0
1262,A0A480WCZ0,602,3,0,0
1263,A0A480THA1,277,4,0,0
1264,K9IVN7,212,2,0,1
1265,A0A480SS62,248,3,0,1
1266,A0A480HFW1,1278,4,0,0
1267,A0A287A8P8,310,1,0,1
1268,A0A5G2R2R0,362,4,0,1
1269,A0A4X1SVW3,76,4,0,0
1270,A0A480VQ07,456,4,0,0
1271,F1ABQ8,213,1,0,1
1272,A0A286ZQ31,259,3,0,1
1273,A0A481D866,743,3,0,0
1274,A0A480L9F9,470,4,0,0
1275,A0A480S6M1,309,1,0,1
1276,A0A480FYV3,119,4,0,0
1277,A0A4X1SX75,166,4,0,0
1278,A0A480KDC7,500,3,0,0
1279,A0A480UFP5,370,4,0,0
1280,A0A480ZME6,230,4,0,0
1281,A0A481BJY8,192,3,0,1
1282,A0A4X1SK43,199,4,0,0
1283,A0A480GWR8,170,4,0,0
1284,A0A480TTC3,516,3,0,0
1285,A0A4X1TA59,136,4,0,0
1286,A0A480UT68,355,4,0,0
1287,A0A481D6I2,405,4,0,0
1288,A0A480TP72,373,3,0,0
1289,A0A4X1TGG4,436,3,0,0
1290,A0A480VVT2,633,4,0,0
1291,A0A480YVK3,144,4,0,0
1292,A0A480JNI2,602,3,0,0
1293,A0A480WTB6,309,3,0,0
1294,A0A480S610,364,3,0,0
1295,A0A4X1SUS8,125,3,0,0
1296,A0A5J6E4V8,226,3,0,0
1297,A0A4X1UNJ7,422,3,0,0
1298,A0A480M036,614,4,0,0
1299,A0A481AIB8,2364,4,0,0
1300,A0A480LBM8,578,3,0,0
1301,A0A480J2Y3,1138,3,0,0
1302,A0A480PSN7,570,3,0,0
1303,Q31071,266,2,0,0
1304,A0A4X1TEI3,438,3,0,0
1305,A9LG63,226,3,0,0
1306,A0A480EHS2,675,4,0,0
1307,A0A480L1P5,402,4,0,0
1308,A0A480PE80,359,4,0,0
1309,A0A480WZ89,388,3,0,0
1310,A0A287AUB5,298,4,0,1
1311,A0A480H4W1,149,4,0,0
1312,A0A480ZYL5,265,4,0,0
1313,A0A287BLE2,757,1,0,1
1314,A0A287B0G0,566,4,0,0
1315,A0A481A4F4,421,4,0,0
1316,A0A4X1W886,344,4,0,0
1317,A0A480YQV1,535,3,0,0
1318,A0A480HZJ5,212,4,0,0
1319,A0A480FEW5,296,4,0,0
1320,A0A480VER4,948,3,0,0
1321,A0A480IXL6,196,4,0,0
1322,A0A480HLC7,141,4,0,0
1323,A0A4X1VAV3,426,3,0,0
1324,A0A480MTQ6,535,3,0,0
1325,A0A480HN22,387,4,0,0
1326,A0A480KMN0,1691,3,0,0
1327,A0A480LMU4,235,4,0,0
1328,A0A480VKA9,347,3,0,0
1329,A0A480RF57,344,3,0,0
1330,A0A480PZJ0,223,4,0,0
1331,A0A480JB22,1014,4,0,0
1332,A0A287BQX0,437,4,0,1
1333,A0A287AC03,1198,3,0,1
1334,A0A4X1TQE0,585,3,0,0
1335,A0A480ZA34,514,3,0,0
1336,A0A5K1UN68,199,3,0,1
1337,A0A480VVS2,259,3,0,0
1338,A0A4X1V2I0,169,4,0,0
1339,A0A480PE72,332,3,0,0
1340,A0A481ASM7,129,3,0,0
1341,A0A480ZDS8,2627,4,0,0
1342,A0A480Y3H6,416,4,0,0
1343,A0A4X1U673,587,4,0,0
1344,A0A480GDZ3,195,4,0,0
1345,A0A480J3S1,929,4,0,0
1346,A0A480REY2,902,1,0,1
1347,A0A480UBE5,283,3,0,0
1348,A0A4X1U6Y7,458,3,0,0
1349,A0A480MFZ1,902,4,0,0
1350,A0A480L816,177,4,0,0
1351,A0A480WUC3,600,4,0,0
1352,A0A481DIA0,222,4,0,0
1353,A0A480T8S4,489,1,0,1
1354,A0A480H9N0,542,4,0,0
1355,A0A480LNS7,462,3,0,0
1356,A0A287AN56,213,3,0,1
1357,A0A480J3Z7,1113,4,0,1
1358,A0A481ASI7,369,3,0,0
1359,A0A480QZU7,630,4,0,0
1360,A0A287BM47,184,3,0,1
1361,A0A480NXF6,501,3,0,0
1362,A0A480HAP6,448,3,0,0
1363,A0A480IMN6,240,4,0,0
1364,A0A480KJV6,210,4,0,0
1365,A0A4X1VDH8,783,4,0,0
1366,A0A480VRS9,195,4,0,0
1367,A0A480FUJ5,172,4,0,0
1368,A0A480YCR3,392,4,0,0
1369,A0A287B935,242,4,0,1
1370,A0A1B0V621,369,2,0,0
1371,A0A480TMZ9,722,4,0,0
1372,A0A480YR43,287,3,0,0
1373,A0A480Q1T9,527,3,0,0
1374,A0A286ZR96,1148,3,0,1
1375,A0A480KCI3,186,4,0,0
1376,A0A480IGH1,152,4,0,0
1377,A0A480TUG6,797,4,0,0
1378,A0A481D027,380,4,0,0
1379,A0A287AY18,924,4,0,1
1380,A0A480RL00,382,3,0,0
1381,A0A287ADC2,598,3,0,1
1382,A0A480L1A5,496,4,0,0
1383,A0A480UUL9,600,4,0,0
1384,A0A287A717,1141,4,0,1
1385,A0A287ARC4,300,3,0,1
1386,A0A287BKJ2,316,2,0,0
1387,A0A4X1T5D1,495,4,0,0
1388,A0A287BQ51,289,4,0,1
1389,A0A4X1UF70,216,3,0,0
1390,A0A480KGS2,711,3,0,0
1391,A0A480NV65,317,3,0,0
1392,A0A480NBE4,350,3,0,0
1393,A0A4X1TVL3,591,3,0,0
1394,A0A480TW20,334,4,0,0
1395,A0A480SRM8,722,3,0,0
1396,J9T303,1730,2,0,0
1397,A0A287AYP3,188,4,0,0
1398,A0A480M5F6,524,3,0,0
1399,A0A480Y1Y4,564,4,0,0
1400,A0A480IDP2,523,4,0,0
1401,A0A480L1A1,699,4,0,0
1402,A0A480M248,931,4,0,0
1403,A0A480YRG4,500,3,0,0
1404,A0A480U258,139,4,0,0
1405,A0A481CRX7,955,4,0,0
1406,A0A4X1V2E3,691,4,0,0
1407,A0A480K665,687,4,0,1
1408,A0A480L1R9,475,4,0,0
1409,A0A480HEL3,645,4,0,0
1410,A0A4X1TM54,118,3,0,0
1411,A0A480JWU6,721,3,0,0
1412,A0A4X1T9W5,594,4,0,0
1413,A0A481ALJ1,810,4,0,0
1414,A0A288CG38,1066,1,0,1
1415,A0A480VFQ7,356,4,0,0
1416,A0A481BCU7,929,4,0,0
1417,A0A480VXC9,157,3,0,0
1418,A0A480TD90,103,3,0,0
1419,A0A481DNB5,175,4,0,0
1420,A0A5K1UPT5,349,2,0,0
1421,A0A480XWF4,964,4,0,0
1422,A0A4X1U7Z3,1358,3,0,0
1423,A0A4X1TT00,292,3,0,0
1424,A0A287A4P3,389,1,0,1
1425,A0A480JI64,399,3,0,0
1426,A0A480VLJ8,907,4,0,0
1427,A0A480UK79,114,3,0,0
1428,A0A480P4L8,845,3,0,0
1429,A0A480X4P6,590,4,0,0
1430,A0A287B0P2,483,1,0,1
1431,A0A480NIL7,824,3,0,0
1432,A0A480VAY6,808,4,0,0
1433,A0A480KRE5,363,4,0,0
1434,M3VK46,704,2,0,0
1435,A0A480TE93,160,3,0,0
1436,B7TY22,173,4,0,1
1437,A0A481DCY8,151,3,0,0
1438,A0A4X1V8G6,289,3,0,0
1439,A0A4X1TRQ2,339,3,0,0
1440,A0A4X1UP46,160,3,0,0
1441,A0A481C9R5,714,4,0,0
1442,A0A4X1UDJ4,415,4,0,0
1443,A0A480SWE4,481,3,0,0
1444,A0A481C6N8,524,4,0,0
1445,A0A480YPM1,515,3,0,0
1446,A0A480ZVR0,505,4,0,0
1447,A0A286ZXA0,250,1,0,1
1448,A0A287A4T2,333,1,0,1
1449,A0A480VHR9,557,3,0,0
1450,A0A480NWM5,545,3,0,0
1451,A0A480MDN1,244,4,0,0
1452,A0A287AVC9,163,4,0,1
1453,A0A480WEA6,909,4,0,0
1454,A0A480UYS9,331,3,0,0
1455,A0A286ZWK5,97,4,0,1
1456,A0A1L6ZA08,299,2,0,1
1457,A0A287A9S6,302,4,0,1
1458,A0A480YYY0,295,3,0,0
1459,A0A480Y0Q5,869,3,0,0
1460,A0A4X1VN38,240,4,0,0
1461,A0A480P3T2,921,3,0,0
1462,A0A287BPF8,212,4,0,1
1463,A0A480X9H8,1256,4,0,0
1464,M3VK00,401,2,0,0
1465,A0A480HMT5,554,4,0,0
1466,A0A480LMF6,421,1,0,1
1467,A0A480TAV4,506,4,0,0
1468,A0A480NI19,145,4,0,0
1469,A0A286ZNJ2,444,3,0,1
1470,A0A480VRL9,216,3,0,0
1471,A0A480X3A2,497,4,0,0
1472,A0A480MQZ9,580,3,0,0
1473,A0A480NDL0,420,4,0,0
1474,A0A4X1UXI9,284,3,0,0
1475,A0A4X1V423,199,4,0,0
1476,A0A4X1UHX0,300,3,0,0
1477,A0A480RXA5,637,4,0,0
1478,A0A480VD45,215,3,0,0
1479,A0A480ZL20,751,3,0,0
1480,A0A287A074,546,1,0,1
1481,A0A480JCB4,441,3,0,0
1482,A0A219YQT0,320,3,0,0
1483,A0A480XWS7,717,4,0,0
1484,A0A480YNB9,796,3,0,0
1485,A0A480TBN9,1186,4,0,0
1486,F1SI59,355,1,0,1
1487,A0A287BAX0,459,3,0,1
1488,A0A481BHB3,433,4,0,0
1489,A0A481BME3,1083,4,0,0
1490,A0A480ZNG9,327,4,0,0
1491,A0A480IME4,625,3,0,0
1492,A0A480Q144,954,4,0,0
1493,F1SUS5,717,4,0,1
1494,A0A480IN80,1104,3,0,0
1495,A0A480KFL8,1060,4,0,0
1496,A0A480PNJ9,532,3,0,0
1497,A0A480KWH4,782,4,0,0
1498,A0A286ZYF6,269,4,0,1
1499,A0A480UEX0,503,4,0,0
1500,A0A4X1UTM7,638,4,0,0
1501,Q8MIS4,333,2,0,1
1502,A0A480RFR4,924,4,0,0
1503,A0A480ND90,503,3,0,0
1504,A0A480MI23,362,4,0,0
1505,A0A4X1TAE7,369,4,0,0
1506,I3L9P4,1259,3,0,1
1507,A0A480IL34,942,4,0,0
1508,A0A4X1TXL7,759,4,0,0
1509,F1SV94,509,3,0,1
1510,A0A480N2Q4,481,3,0,0
1511,A0A480VCH2,1992,3,0,0
1512,A0A480K3V4,1268,3,0,0
1513,A0A480MXM3,151,4,0,0
1514,A0A480LG90,1048,4,0,0
1515,A0A480KU79,1277,4,0,0
1516,A0A480JJX6,267,4,0,0
1517,A0A480Z5T4,447,4,0,0
1518,A0A480XA57,779,4,0,0
1519,A0A480ZHK6,3898,4,0,0
1520,F1SKS3,1461,1,0,1
1521,Q5RLQ9,31,4,0,0
1522,A0A480IWB5,561,4,0,0
1523,A0A480J4Z3,835,3,0,0
