,sptr,accession,organism,GN,length
487,sp,Q684M3,Sus scrofa ,S1PR5 ,398
488,sp,O18765,Sus scrofa ,SRD5A2 ,254
489,sp,A8I1B9,Sus scrofa ,SLC5A11 ,674
490,sp,Q710C4,Sus scrofa ,AHCY ,432
491,sp,P04178,Sus scrofa ,SOD1 ,153
492,sp,A4Z6H0,Sus scrofa ,ADSS1 ,457
493,sp,P86409,Sus scrofa ,RALGAPA1 ,337
494,sp,Q95342,Sus scrofa ,RPL18 ,195
495,sp,Q29030,Sus scrofa ,KITLG ,274
496,sp,P01168,Sus scrofa ,SST ,116
497,sp,Q764M5,Sus scrofa ,STAT1 ,757
498,sp,P32195,Sus scrofa ,NPG2 ,147
499,sp,O13010,Sus scrofa ,PIP4K2A ,406
500,sp,P15785,Sus scrofa ,SFTPC ,35
501,sp,P62272,Sus scrofa ,RPS18 ,152
502,sp,Q29197,Sus scrofa ,RPS9 ,130
503,sp,P04163,Sus scrofa ,S100A10 ,96
504,sp,Q29175,Sus scrofa ,SLC39A7 ,155
505,sp,P17306,Sus scrofa ,TNP1 ,55
506,sp,Q3I5G7,Sus scrofa ,SNCA ,140
507,sp,P02554,Sus scrofa ,,445
508,sp,Q767L7,Sus scrofa ,TUBB ,444
509,sp,Q29183,Sus scrofa ,TFF3 ,80
510,sp,P60588,Sus scrofa ,PLPP1 ,285
511,sp,Q8MIK9,Sus scrofa ,PPP1R14B ,147
512,sp,Q52NJ1,Sus scrofa ,RAB11A ,216
513,sp,A5GFN6,Sus scrofa ,RAE1 ,368
514,sp,Q29361,Sus scrofa ,RPL35 ,123
515,sp,P02632,Sus scrofa ,S100G ,79
516,sp,P63298,Sus scrofa ,SCT ,134
517,sp,Q2EN82,Sus scrofa ,SELENOK ,94
518,sp,Q06AA4,Sus scrofa ,SNRPA ,282
519,sp,P48762,Sus scrofa ,SLC9A1 ,818
520,sp,P49874,Sus scrofa ,SFTPA1 ,249
521,sp,Q29329,Sus scrofa ,SNRPD2 ,50
522,sp,Q6DUB7,Sus scrofa ,STMN1 ,149
523,sp,A2BD09,Sus scrofa ,OLFML2A ,650
524,sp,Q28990,Sus scrofa ,OVGP1 ,527
525,sp,Q0MVN8,Sus scrofa ,CRYZ ,329
526,sp,Q29315,Sus scrofa ,RPLP2 ,115
527,sp,A2TLM1,Sus scrofa ,RPIA ,306
528,sp,Q0QF01,Sus scrofa ,SDHA ,664
529,sp,P31936,Sus scrofa ,IBSP ,300
530,sp,Q9TUZ1,Sus scrofa ,STAT5A ,799
531,sp,Q28996,Sus scrofa ,STAR ,285
532,sp,Q29090,Sus scrofa ,PPP2R2A ,426
533,sp,P13191,Sus scrofa ,GPT ,20
534,sp,Q6PLK3,Sus scrofa ,MAOB ,520
535,sp,Q6Q7K0,Sus scrofa ,WDR83OS ,106
536,sp,P79304,Sus scrofa ,CYP19A3 ,501
537,sp,O19062,Sus scrofa ,CRP ,222
538,sp,Q764M9,Sus scrofa ,CXCR4 ,353
539,sp,A5GFZ5,Sus scrofa ,DPM1 ,259
540,sp,B2ZHY2,Sus scrofa ,GPR39 ,456
541,sp,Q2PKF4,Sus scrofa ,GNAQ ,359
542,sp,A5A8Y8,Sus scrofa ,EGFL8 ,295
543,sp,Q9MYP4,Sus scrofa ,PRKAG3 ,514
544,sp,P80276,Sus scrofa ,AKR1B1 ,316
545,sp,Q2MJQ7,Sus scrofa ,CACNG1 ,224
546,sp,O18934,Sus scrofa ,CASQ2 ,160
547,sp,Q6PQZ2,Sus scrofa ,CFTR ,1482
548,sp,Q75ZH0,Sus scrofa ,CCRL2 ,350
549,sp,P20002,Sus scrofa ,FGF1 ,152
550,sp,P79403,Sus scrofa ,GANAB ,944
551,sp,Q33BP8,Sus scrofa ,FOXN3 ,485
552,sp,Q9N1F5,Sus scrofa ,GSTO1 ,241
553,sp,Q29545,Sus scrofa ,ICA ,704
554,sp,P11841,Sus scrofa ,CSN3 ,188
555,sp,Q8SPK1,Sus scrofa ,CYP4A24 ,504
556,sp,Q8MJ76,Sus scrofa ,AFP ,610
557,sp,Q95LB4,Sus scrofa ,FATE1 ,171
558,sp,Q864V5,Sus scrofa ,FUNDC2 ,189
559,sp,P49059,Sus scrofa ,FSHR ,695
560,sp,P15983,Sus scrofa ,,258
561,sp,Q8HY46,Sus scrofa ,CPT1B ,772
562,sp,P02540,Sus scrofa ,DES ,471
563,sp,Q7YS91,Sus scrofa ,TBRG4 ,632
564,sp,Q8HXW0,Sus scrofa ,GULO ,440
565,sp,P20305,Sus scrofa ,GSN ,772
566,sp,P80229,Sus scrofa ,SERPINB1 ,378
567,sp,P26893,Sus scrofa ,IL6 ,212
568,sp,P26889,Sus scrofa ,IL1B ,267
569,sp,P49879,Sus scrofa ,,189
570,sp,Q29056,Sus scrofa ,IL1RN ,177
571,sp,Q6QN11,Sus scrofa ,DIO3 ,305
572,sp,P79263,Sus scrofa ,ITIH4 ,921
573,sp,P11483,Sus scrofa ,CHRM3 ,590
574,sp,Q8MIB3,Sus scrofa ,ABCG2 ,656
575,sp,P00506,Sus scrofa ,GOT2 ,430
576,sp,Q95MQ5,Sus scrofa ,CD40LG ,261
577,sp,Q29238,Sus scrofa ,CLIC1 ,110
578,sp,P01351,Sus scrofa ,GAST ,104
579,sp,Q9XT10,Sus scrofa ,SLC2A4 ,174
580,sp,Q9GJR5,Sus scrofa ,HCST ,79
581,sp,P32394,Sus scrofa ,HMOX1 ,288
582,sp,Q09138,Sus scrofa ,PRKAG1 ,330
583,sp,P82125,Sus scrofa ,AKR1E2 ,301
584,sp,A9YUB1,Sus scrofa ,CHORDC1 ,332
585,sp,B3SP85,Sus scrofa ,IFI30 ,246
586,sp,P04119,Sus scrofa ,,178
587,sp,P24020,Sus scrofa ,,116
588,sp,P18104,Sus scrofa ,NPPC ,126
589,sp,P19620,Sus scrofa ,ANXA2 ,339
590,sp,P30918,Sus scrofa ,AGA ,34
591,sp,Q66RM2,Sus scrofa ,TMBIM6 ,237
592,sp,P39036,Sus scrofa ,CSN1S2 ,235
593,sp,P0C267,Sus scrofa ,CCDC127 ,258
594,sp,P30880,Sus scrofa ,CALCA ,37
595,sp,Q29411,Sus scrofa ,CHI3L1 ,383
596,sp,Q8WMQ3,Sus scrofa ,CD9 ,226
597,sp,P48319,Sus scrofa ,GAD1 ,594
598,sp,P02009,Sus scrofa ,,141
599,sp,P62802,Sus scrofa ,,103
600,sp,Q5EE05,Sus scrofa ,ABHD5 ,349
601,sp,P16276,Sus scrofa ,ACO2 ,781
602,sp,O77633,Sus scrofa ,ADAM10 ,748
603,sp,A7TX81,Sus scrofa ,COPS6 ,323
604,sp,P15981,Sus scrofa ,,255
605,sp,P04246,Sus scrofa ,,146
606,sp,P00172,Sus scrofa ,CYB5A ,134
607,sp,Q9GLV6,Sus scrofa ,DDX58 ,940
608,sp,Q1W675,Sus scrofa ,HMGCR ,885
609,sp,Q08353,Sus scrofa ,NFKBIA ,314
610,sp,P56472,Sus scrofa ,IDH3B ,103
611,sp,Q2TLZ2,Sus scrofa ,MACO1 ,664
612,sp,P11708,Sus scrofa ,MDH1 ,334
613,sp,P79404,Sus scrofa ,NR3C2 ,164
614,sp,Q29218,Sus scrofa ,KRT20 ,107
615,sp,Q767K6,Sus scrofa ,DHX16 ,1045
616,sp,Q9XT00,Sus scrofa ,HSD17B8 ,259
617,sp,P00377,Sus scrofa ,DHFR ,186
618,sp,P07480,Sus scrofa ,GAL ,123
619,sp,P19133,Sus scrofa ,FTL ,78
620,sp,Q8MJ14,Sus scrofa ,GPX1 ,206
621,sp,Q8MJD6,Sus scrofa ,HOPX ,73
622,sp,Q863Z5,Sus scrofa ,IL4R ,830
623,sp,O18796,Sus scrofa ,IL6R ,467
624,sp,A5LHG2,Sus scrofa ,ADM5 ,108
625,sp,Q95312,Sus scrofa ,ATP5F1D ,80
626,sp,Q864U8,Sus scrofa ,B3GNT5 ,377
627,sp,A5D9M6,Sus scrofa ,BAG6 ,1128
628,sp,Q28960,Sus scrofa ,CBR1 ,289
629,sp,P01259,Sus scrofa ,CALCA ,32
630,sp,Q95ND5,Sus scrofa ,CASP3 ,277
631,sp,Q9BDP9,Sus scrofa ,CARTPT ,66
632,sp,O62680,Sus scrofa ,CD59 ,123
633,sp,P79307,Sus scrofa ,APP ,770
634,sp,Q30C86,Sus scrofa ,ADIG ,81
635,sp,C3VMW3,Sus scrofa ,CLDN17 ,225
636,sp,O77696,Sus scrofa ,ATP2A3 ,999
637,sp,Q95339,Sus scrofa ,ATP5MF ,88
638,sp,Q66T47,Sus scrofa ,ACVR2B ,512
639,sp,O11780,Sus scrofa ,TGFBI ,683
640,sp,P00795,Sus scrofa ,CTSD ,345
641,sp,Q6RVA9,Sus scrofa ,CAV1 ,178
642,sp,P39037,Sus scrofa ,CSN2 ,232
643,sp,Q7YRN2,Sus scrofa ,CD3E ,196
644,sp,Q28997,Sus scrofa ,ADRB2 ,418
645,sp,Q35914,Sus scrofa ,MT-ATP8 ,67
646,sp,Q29307,Sus scrofa ,ATP5IF1 ,108
647,sp,Q9N0X0,Sus scrofa ,AURKB ,344
648,sp,P63181,Sus scrofa ,Cbln1 ,16
649,sp,O19113,Sus scrofa ,CCN2 ,349
650,sp,A7Y521,Sus scrofa ,COPS4 ,406
651,sp,Q9N119,Sus scrofa ,HSD3B ,373
652,sp,P79274,Sus scrofa ,ACADL ,430
653,sp,Q5XW65,Sus scrofa ,BPIFA1 ,249
654,sp,O79876,Sus scrofa ,MT-CO1 ,514
655,sp,Q766Y6,Sus scrofa ,CRSP3 ,125
656,sp,P10612,Sus scrofa ,CYP11A1 ,520
657,sp,P79402,Sus scrofa ,CYP2C42 ,327
658,sp,F1S584,Sus scrofa ,SLC44A2 ,706
659,sp,P08001,Sus scrofa ,ACR ,415
660,sp,Q2LE37,Sus scrofa ,APOM ,188
661,sp,P05024,Sus scrofa ,ATP1A1 ,1021
662,sp,P23220,Sus scrofa ,ATP2B1 ,1220
663,sp,Q9GLF3,Sus scrofa ,CLEC5A ,185
664,sp,Q9TUB5,Sus scrofa ,CLCA1 ,917
665,sp,Q007T1,Sus scrofa ,CRYBB1 ,249
666,sp,P15540,Sus scrofa ,CYP21 ,492
667,sp,P50667,Sus scrofa ,MT-CO2 ,228
668,sp,Q35915,Sus scrofa ,MT-ATP6 ,226
669,sp,Q764N2,Sus scrofa ,CD3D ,171
670,sp,P06296,Sus scrofa ,CRH ,191
671,sp,P81045,Sus scrofa ,COX17 ,62
672,sp,P00503,Sus scrofa ,GOT1 ,413
673,sp,Q9TU18,Sus scrofa ,AGRP ,134
674,sp,Q52NJ4,Sus scrofa ,ARL3 ,182
675,sp,P18650,Sus scrofa ,APOE ,317
676,sp,A9Y006,Sus scrofa ,AQP3 ,290
677,sp,A8W649,Sus scrofa ,AQP5 ,265
678,sp,Q6PQZ1,Sus scrofa ,AQP1 ,271
679,sp,P07634,Sus scrofa ,NPPB ,131
680,sp,Q3MQ04,Sus scrofa ,ATG5 ,275
681,sp,Q712U6,Sus scrofa ,ARPP19 ,112
682,sp,A5GFQ5,Sus scrofa ,CNPY3 ,283
683,sp,P80021,Sus scrofa ,ATP5F1A ,553
684,sp,O02732,Sus scrofa ,CNTF ,200
685,sp,Q8MIR4,Sus scrofa ,COASY ,562
686,sp,P45561,Sus scrofa ,AMEL ,189
687,sp,P04366,Sus scrofa ,AMBP ,337
688,sp,P15145,Sus scrofa ,ANPEP ,963
689,sp,P43367,Sus scrofa ,CAPN2 ,324
690,sp,O62714,Sus scrofa ,CASR ,1079
691,sp,A8WH75,Sus scrofa ,CD302 ,240
692,sp,Q28943,Sus scrofa ,DPYD ,1025
693,sp,P22411,Sus scrofa ,DPP4 ,766
694,sp,Q862B1,Sus scrofa ,CRSP1 ,126
695,sp,Q8HZK3,Sus scrofa ,DUOX1 ,1553
696,sp,Q8HZK2,Sus scrofa ,DUOX2 ,1545
697,sp,P80736,Sus scrofa ,,35
698,sp,Q29118,Sus scrofa ,CSF2 ,144
699,sp,Q95JC8,Sus scrofa ,ARG1 ,322
700,sp,P18648,Sus scrofa ,APOA1 ,265
701,sp,Q95334,Sus scrofa ,ENPEP ,942
702,sp,A5GFW1,Sus scrofa ,AURKA ,402
703,sp,I3LM39,Sus scrofa ,CGAS ,495
704,sp,P51779,Sus scrofa ,CFD ,259
705,sp,Q52QT8,Sus scrofa ,CCNG1 ,295
706,sp,P00889,Sus scrofa ,CS ,464
707,sp,O46420,Sus scrofa ,CYP51A1 ,503
708,sp,Q8WNR0,Sus scrofa ,SLC31A1 ,189
709,sp,P43030,Sus scrofa ,PPBP ,119
710,sp,Q29243,Sus scrofa ,DAG1 ,877
711,sp,P06199,Sus scrofa ,CHRM2 ,466
712,sp,P57770,Sus scrofa ,AKAP10 ,650
713,sp,P00690,Sus scrofa ,AMY2 ,511
714,sp,Q007T5,Sus scrofa ,ARF6 ,175
715,sp,P01032,Sus scrofa ,C5 ,74
716,sp,Q2EN81,Sus scrofa ,ATP5PO ,213
717,sp,Q6PQD5,Sus scrofa ,ATM ,3057
718,sp,Q8HZN9,Sus scrofa ,BDKRB1 ,353
719,sp,Q95KQ6,Sus scrofa ,BCL9 ,130
720,sp,P39035,Sus scrofa ,CSN1S1 ,206
721,sp,P35750,Sus scrofa ,CAPN1 ,714
722,sp,P67872,Sus scrofa ,CSNK2B ,215
723,sp,Q28988,Sus scrofa ,,103
724,sp,Q6Q2J0,Sus scrofa ,MAOA ,527
725,sp,P31346,Sus scrofa ,ANG ,123
726,sp,P19156,Sus scrofa ,ATP4A ,1034
727,sp,Q29026,Sus scrofa ,CEND1 ,140
728,sp,Q08094,Sus scrofa ,CNN2 ,296
729,sp,Q95N02,Sus scrofa ,CYSLTR1 ,340
730,sp,P01192,Sus scrofa ,POMC ,267
731,sp,P79383,Sus scrofa ,CYP2E1 ,495
732,sp,B5SNZ6,Sus scrofa ,ABRA ,384
733,sp,P41367,Sus scrofa ,ACADM ,421
734,sp,P30555,Sus scrofa ,AGTR1 ,359
735,sp,P68137,Sus scrofa ,ACTA1 ,377
736,sp,P50584,Sus scrofa ,NUDT2 ,147
737,sp,Q9GKL7,Sus scrofa ,AR ,896
738,sp,Q9BDY8,Sus scrofa ,ANGPT1 ,498
739,sp,P19619,Sus scrofa ,ANXA1 ,346
740,sp,P24259,Sus scrofa ,NPPA ,150
741,sp,Q08092,Sus scrofa ,CNN1 ,297
742,sp,Q7M2W6,Sus scrofa ,CRYAB ,175
743,sp,P02703,Sus scrofa ,CLPS ,112
744,sp,P68211,Sus scrofa ,ENSA ,121
745,sp,P29412,Sus scrofa ,EEF1B ,224
746,sp,Q95332,Sus scrofa ,BHMT ,278
747,sp,O62839,Sus scrofa ,CAT ,527
748,sp,Q2VL90,Sus scrofa ,CD163 ,1115
749,sp,Q5S1S4,Sus scrofa ,CA3 ,260
750,sp,B1PHQ8,Sus scrofa ,CMLKR1 ,363
751,sp,P13222,Sus scrofa ,CHAT ,641
752,sp,Q766Y7,Sus scrofa ,CRSP2 ,117
753,sp,Q29125,Sus scrofa ,,167
754,sp,P49157,Sus scrofa ,EPO ,194
755,sp,P81140,Sus scrofa ,GCDH ,408
756,sp,P83662,Sus scrofa ,ACMSD ,138
757,sp,Q8WMR7,Sus scrofa ,BEST1 ,428
758,sp,O46427,Sus scrofa ,CTSH ,335
759,sp,Q95245,Sus scrofa ,CYB561 ,252
760,sp,Q29318,Sus scrofa ,SORD ,97
761,sp,Q9TV69,Sus scrofa ,DHDH ,335
762,sp,P19130,Sus scrofa ,FTH1 ,181
763,sp,P81076,Sus scrofa ,AIF1 ,146
764,sp,A5A769,Sus scrofa ,BLOC1S3 ,199
765,sp,Q4FAT7,Sus scrofa ,GUSB ,652
766,sp,Q29387,Sus scrofa ,EEF1G ,432
767,sp,P19205,Sus scrofa ,APEH ,732
768,sp,P50447,Sus scrofa ,SERPINA1 ,421
769,sp,P79273,Sus scrofa ,ACADS ,413
770,sp,Q767K7,Sus scrofa ,ATAT1 ,300
771,sp,Q4A1L5,Sus scrofa ,BECN1 ,448
772,sp,Q9GLX8,Sus scrofa ,BDKRB2 ,367
773,sp,Q8WNE9,Sus scrofa ,BAALC ,145
774,sp,A0FKG7,Sus scrofa ,CAPN7 ,813
775,sp,Q9TSV3,Sus scrofa ,CCHCR1 ,427
776,sp,P08419,Sus scrofa ,CELA2A ,269
777,sp,O19112,Sus scrofa ,CILP ,599
778,sp,Q45KW7,Sus scrofa ,FABP2 ,132
779,sp,P79282,Sus scrofa ,FUT8 ,575
780,sp,P80147,Sus scrofa ,ABAT ,500
781,sp,P29797,Sus scrofa ,GNAS ,397
782,sp,P00258,Sus scrofa ,FDX1 ,186
783,sp,P26322,Sus scrofa ,,111
784,sp,A1XQS5,Sus scrofa ,ATP5MC1 ,136
785,sp,Q9BDK6,Sus scrofa ,ATP1B4 ,355
786,sp,A4UTQ2,Sus scrofa ,BTG3 ,252
787,sp,Q4G1G8,Sus scrofa ,CH25H ,270
788,sp,Q95283,Sus scrofa ,COX4I1 ,97
789,sp,P11936,Sus scrofa ,DNASE1 ,284
790,sp,O62855,Sus scrofa ,DNASE2 ,364
791,sp,Q4PR21,Sus scrofa ,CCL25 ,151
792,sp,P49873,Sus scrofa ,CCL8 ,99
793,sp,Q3ZDR4,Sus scrofa ,CD70 ,190
794,sp,P04574,Sus scrofa ,CAPNS1 ,266
795,sp,Q1W0Y2,Sus scrofa ,COX7C ,63
796,sp,Q5G6V9,Sus scrofa ,CFL2 ,166
797,sp,Q29559,Sus scrofa ,GJA4 ,138
798,sp,Q3BDI7,Sus scrofa ,DSG1 ,1045
799,sp,P37111,Sus scrofa ,ACY1 ,407
800,sp,Q29221,Sus scrofa ,CAPZA2 ,286
801,sp,Q9GKE2,Sus scrofa ,CXCL16 ,250
802,sp,P42174,Sus scrofa ,GLUD1 ,558
803,sp,Q9XSZ6,Sus scrofa ,FCER1G ,86
804,sp,Q28944,Sus scrofa ,CTSL ,334
805,sp,Q29529,Sus scrofa ,CBR2 ,244
806,sp,O19074,Sus scrofa ,,435
807,sp,Q9GKE7,Sus scrofa ,CLCN5 ,816
808,sp,A5GZW8,Sus scrofa ,SDHD ,159
809,sp,P37176,Sus scrofa ,ENG ,653
810,sp,B2MVP8,Sus scrofa ,FITM1 ,290
811,sp,Q28998,Sus scrofa ,ADRB1 ,468
812,sp,Q7YS78,Sus scrofa ,ARR3 ,391
813,sp,Q2QLE2,Sus scrofa ,CAV2 ,162
814,sp,Q28987,Sus scrofa ,,103
815,sp,P10289,Sus scrofa ,FABP6 ,128
816,sp,Q29290,Sus scrofa ,CSTB ,98
817,sp,F1SPM8,Sus scrofa ,AAK1 ,968
818,sp,P80387,Sus scrofa ,PRKAB1 ,122
819,sp,Q29006,Sus scrofa ,HTR4 ,137
820,sp,Q6ZYM3,Sus scrofa ,ASIP ,131
821,sp,Q9TUQ3,Sus scrofa ,C7 ,843
822,sp,Q864U6,Sus scrofa ,B3GALNT1 ,331
823,sp,A5GFW5,Sus scrofa ,CASS4 ,784
824,sp,P54614,Sus scrofa ,PPP2R2B ,443
825,sp,Q29003,Sus scrofa ,HTR1E ,149
826,sp,P13618,Sus scrofa ,ATP5PF ,76
827,sp,Q9MYT8,Sus scrofa ,ATP5ME ,71
828,sp,P04761,Sus scrofa ,CHRM1 ,460
829,sp,P50578,Sus scrofa ,AKR1A1 ,325
830,sp,D2WKD8,Sus scrofa ,ATP1A2 ,1020
831,sp,P11607,Sus scrofa ,ATP2A2 ,1042
832,sp,P79260,Sus scrofa ,SAG ,405
833,sp,P26776,Sus scrofa ,,153
834,sp,P60982,Sus scrofa ,DSTN ,165
835,sp,Q2QDF0,Sus scrofa ,DNASE1L1 ,315
836,sp,P79400,Sus scrofa ,HTR1D ,291
837,sp,P14332,Sus scrofa ,PGD ,250
838,sp,Q6QAQ1,Sus scrofa ,ACTB ,375
839,sp,O19098,Sus scrofa ,BCAT2 ,31
840,sp,P04404,Sus scrofa ,CHGA ,446
841,sp,Q95N03,Sus scrofa ,CYSLTR2 ,345
842,sp,A4GVD1,Sus scrofa ,GJC1 ,396
843,sp,A5PF08,Sus scrofa ,SLC44A4 ,707
844,sp,Q8MIZ3,Sus scrofa ,DCPS ,337
845,sp,Q29010,Sus scrofa ,EDNRA ,427
846,sp,I3LUP1,Sus scrofa ,GMPPA ,420
847,sp,P18871,Sus scrofa ,ADRA2A ,465
848,sp,P58780,Sus scrofa ,ADA2 ,510
849,sp,Q711P4,Sus scrofa ,CCL4 ,92
850,sp,Q8WNW2,Sus scrofa ,CCND2 ,288
851,sp,Q8SPK0,Sus scrofa ,CYP4A25 ,504
852,sp,P22412,Sus scrofa ,DPEP1 ,409
853,sp,Q00968,Sus scrofa ,EGF ,1214
854,sp,O02772,Sus scrofa ,FABP3 ,133
855,sp,Q29228,Sus scrofa ,ALDH9A1 ,494
856,sp,Q29297,Sus scrofa ,SCIN ,125
857,sp,Q866X6,Sus scrofa ,CA11 ,331
858,sp,F1RWC3,Sus scrofa ,CUBN ,3625
859,sp,P20192,Sus scrofa ,DGKA ,734
860,sp,P50130,Sus scrofa ,DRD1 ,446
861,sp,Q09136,Sus scrofa ,PRKAA1 ,385
862,sp,P28491,Sus scrofa ,CALR ,417
863,sp,Q9GLE3,Sus scrofa ,CTSK ,330
864,sp,Q9XS72,Sus scrofa ,CD1A ,339
865,sp,P00772,Sus scrofa ,CELA1 ,266
866,sp,Q99028,Sus scrofa ,COMT ,186
867,sp,P02475,Sus scrofa ,CRYAA ,173
868,sp,Q29554,Sus scrofa ,HADHA ,763
869,sp,Q29005,Sus scrofa ,HTR2B ,60
870,sp,P08835,Sus scrofa ,ALB ,607
871,sp,O19004,Sus scrofa ,ARAF ,606
872,sp,P27917,Sus scrofa ,APOC3 ,96
873,sp,B2DCZ9,Sus scrofa ,ARHGEF2 ,961
874,sp,P05027,Sus scrofa ,ATP1B1 ,303
875,sp,Q9GLN5,Sus scrofa ,BIRC5 ,142
876,sp,P14082,Sus scrofa ,BDNF ,252
877,sp,Q29552,Sus scrofa ,CYP11B1 ,503
878,sp,Q29549,Sus scrofa ,CLU ,446
879,sp,Q29624,Sus scrofa ,CYP19A1 ,503
880,sp,Q8WNV7,Sus scrofa ,DHRS4 ,279
881,sp,P09623,Sus scrofa ,DLD ,509
882,sp,Q2XQV4,Sus scrofa ,ALDH2 ,521
883,sp,Q9TTM9,Sus scrofa ,ADRA1D ,571
884,sp,Q9TRC7,Sus scrofa ,AOC1 ,755
885,sp,Q9GKE8,Sus scrofa ,CD47 ,303
886,sp,P79430,Sus scrofa ,CYP19A2 ,503
887,sp,P52649,Sus scrofa ,CYBB ,484
888,sp,F1RTY8,Sus scrofa ,DNAJC5B ,199
889,sp,P30356,Sus scrofa ,ALOX5AP ,153
890,sp,P00819,Sus scrofa ,ACYP2 ,99
891,sp,P18434,Sus scrofa ,ATP4B ,290
892,sp,A5A777,Sus scrofa ,BLOC1S5 ,191
893,sp,Q4JHS0,Sus scrofa ,BID ,192
894,sp,Q07717,Sus scrofa ,B2M ,118
895,sp,P43368,Sus scrofa ,CAPN3 ,821
896,sp,D0VWV4,Sus scrofa ,SDHC ,169
897,sp,Q35916,Sus scrofa ,MT-CO3 ,261
898,sp,A8I499,Sus scrofa ,SLC7A2 ,657
899,sp,P24964,Sus scrofa ,MT-CYB ,379
900,sp,P10668,Sus scrofa ,CFL1 ,166
901,sp,P09558,Sus scrofa ,EDN1 ,203
902,sp,Q6UAQ8,Sus scrofa ,ETFB ,255
903,sp,Q9GJT2,Sus scrofa ,ESD ,282
904,sp,P50441,Sus scrofa ,GATM ,423
905,sp,P01274,Sus scrofa ,GCG ,180
906,sp,Q6S4N2,Sus scrofa ,HSPA1B ,641
907,sp,O02705,Sus scrofa ,HSP90AA1 ,733
908,sp,Q69DL0,Sus scrofa ,C1QA ,247
909,sp,Q9GJX5,Sus scrofa ,CYP4A21 ,504
910,sp,Q1A730,Sus scrofa ,FBXO32 ,355
911,sp,A4L7N3,Sus scrofa ,FOXO1 ,662
912,sp,A5GFW8,Sus scrofa ,GCNT7 ,429
913,sp,B5KFD7,Sus scrofa ,Grb10 ,589
914,sp,Q9XSJ9,Sus scrofa ,CD247 ,163
915,sp,Q6PWT7,Sus scrofa ,CCS ,274
916,sp,Q19QT7,Sus scrofa ,CTH ,405
917,sp,Q9XSW2,Sus scrofa ,ESR2 ,526
918,sp,Q29040,Sus scrofa ,ESR1 ,595
919,sp,Q29594,Sus scrofa ,CKB ,381
920,sp,Q9MYU4,Sus scrofa ,ENTPD1 ,510
921,sp,O97507,Sus scrofa ,F12 ,616
922,sp,P55931,Sus scrofa ,ETFDH ,617
923,sp,P14477,Sus scrofa ,FGB ,19
924,sp,Q29043,Sus scrofa ,FUT1 ,365
925,sp,P01153,Sus scrofa ,,7
926,sp,Q29053,Sus scrofa ,IL12A ,222
927,sp,P56471,Sus scrofa ,IDH3A ,90
928,sp,P09078,Sus scrofa ,HOXB8 ,93
929,sp,Q95J68,Sus scrofa ,IL13 ,131
930,sp,Q28938,Sus scrofa ,IL12B ,324
931,sp,P41566,Sus scrofa ,IDH3G ,106
932,sp,Q95253,Sus scrofa ,IL15 ,162
933,sp,P20304,Sus scrofa ,IDH1 ,13
934,sp,P33198,Sus scrofa ,IDH2 ,421
935,sp,Q60I29,Sus scrofa ,IL17A ,153
936,sp,O19073,Sus scrofa ,IL18 ,192
937,sp,P79381,Sus scrofa ,EPHX1 ,454
938,sp,Q2XSV9,Sus scrofa ,GNA11 ,359
939,sp,B1PK17,Sus scrofa ,ASPA ,313
940,sp,Q03472,Sus scrofa ,APOR ,202
941,sp,Q9BDY7,Sus scrofa ,ANGPT2 ,496
942,sp,P80015,Sus scrofa ,AZU1 ,246
943,sp,P80031,Sus scrofa ,GSTP1 ,207
944,sp,O97788,Sus scrofa ,FABP4 ,132
945,sp,Q75QW1,Sus scrofa ,TACSTD1 ,314
946,sp,Q9TV36,Sus scrofa ,FBN1 ,2871
947,sp,P01155,Sus scrofa ,,14
948,sp,Q6Q2C2,Sus scrofa ,EPHX2 ,555
949,sp,A0FIN4,Sus scrofa ,IRF1 ,322
950,sp,P18430,Sus scrofa ,IL1A ,270
951,sp,P17803,Sus scrofa ,IFNG ,166
952,sp,O77737,Sus scrofa ,BCL2L1 ,233
953,sp,Q9GK37,Sus scrofa ,Serpina6 ,406
954,sp,P15982,Sus scrofa ,,261
955,sp,Q1RPR6,Sus scrofa ,ITGB6 ,788
956,sp,O19064,Sus scrofa ,JAK2 ,1131
957,sp,O02671,Sus scrofa ,LEPR ,1165
958,sp,Q9MZV8,Sus scrofa ,MC5R ,294
959,sp,P08059,Sus scrofa ,GPI ,558
960,sp,P16545,Sus scrofa ,IGF1 ,153
961,sp,Q5S1V9,Sus scrofa ,IL27 ,239
962,sp,P20460,Sus scrofa ,EIF2S1 ,70
963,sp,P00752,Sus scrofa ,,246
964,sp,A1XSY8,Sus scrofa ,EGR2 ,471
965,sp,P34934,Sus scrofa ,,379
966,sp,Q6QN12,Sus scrofa ,DIO2 ,269
967,sp,Q8SPJ9,Sus scrofa ,COX7A1 ,80
968,sp,P62895,Sus scrofa ,CYCS ,105
969,sp,P52650,Sus scrofa ,CYBA ,192
970,sp,P48321,Sus scrofa ,GAD2 ,585
971,sp,D2SW95,Sus scrofa ,COPB1 ,953
972,sp,O62697,Sus scrofa ,DEFB1 ,64
973,sp,P0C596,Sus scrofa ,DUSP29 ,222
974,sp,P50127,Sus scrofa ,GGTA1 ,371
975,sp,Q767L0,Sus scrofa ,ABCF1 ,807
976,sp,A0A1S6M251,Sus scrofa ,B4GALT5 ,388
977,sp,Q69DK8,Sus scrofa ,,687
